,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
245,7298966,https://www.airbnb.com/rooms/7298966,20250619031426,2025-06-19,city scrape,"Quiet, sunny studio, directly on the T","-Stays of 30+ days only; it’s a _great_ furnished place to live<br />-Convenient Boston location with great transit options<br />-Large Junior 1 Bedroom/Alcove Studio<br />-Kitchen eat-in area<br />-Quick & Easy access to BU, BC, and Longwood Medical Area<br />-Great restaurants and bars in Washington Square<br />-Building occupied by young professionals, not college students","-Whole Foods two blocks away<br />-Train stop 1 block away<br />-Many dine-in and take-out restaurants within 2 blocks<br />-Washington Square is a quick walk and has some of Boston’s best restaurants and bars<br />-Cleveland Circle and Brighton Center, other great commercial districts, are both within a 10min walk",https://a0.muscache.com/pictures/miso/Hosting-7298966/original/7592b76f-35c4-41f5-9349-76732c4e67de.jpeg,31289781,https://www.airbnb.com/users/show/31289781,Dustin,2015-04-15,"New York, NY",,within a day,100%,100%,t,https://a0.muscache.com/im/users/31289781/profile_pic/1432748903/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/31289781/profile_pic/1432748903/original.jpg?aki_policy=profile_x_medium,Allston-Brighton,1,1,"['email', 'phone']",t,t,Neighborhood highlights,Brighton,,42.343,-71.14416,Entire condo,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Wine glasses"", ""Essentials"", ""Clothing storage: closet and dresser"", ""Baking sheet"", ""Smoke alarm"", ""Dedicated workspace"", ""Dishes and silverware"", ""Coffee"", ""Paid washer \u2013 In building"", ""Hot water kettle"", ""Paid dryer \u2013 In building"", ""Dining table"", ""Oven"", ""Room-darkening shades"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Bed linens"", ""Ceiling fan"", ""Microwave"", ""Host greets you"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Other gas stove"", ""Freezer"", ""Refrigerator"", ""Extra pillows and blankets"", ""Window AC unit"", ""Fire extinguisher"", ""Ethernet connection"", ""Laundromat nearby"", ""Cooking basics"", ""Kitchen"", ""Hot water"", ""Iron"", ""Wifi"", ""Toaster"", ""First aid kit"", ""Radiant heating"", ""Hangers"", ""HDTV"", ""Single level home"", ""Exterior security cameras on property"", ""Portable fans"", ""Bathtub"", ""Free parking on premises"", ""Free street parking""]",$139.00,80,450,60,80,450,450,70.9,450.0,,t,17,47,62,263,2025-06-19,14,2,0,94,3,255,35445.0,2017-03-18,2024-12-18,4.86,4.86,4.57,5.0,4.86,4.86,4.79,,f,1,1,0,0,0.14
259,7482195,https://www.airbnb.com/rooms/7482195,20250619031426,2025-06-19,city scrape,Private room near bus stop,"A handsome colonial house set on a tranquil side street.  Fully furnished with several rooms.  Easy commute to Downtown with nearest bus stop only a five minute walk away.  Near restaurants, grocery and shopping arcade.  Laundry and WiFi available.",,https://a0.muscache.com/pictures/100311920/8a1547f9_original.jpg,34552909,https://www.airbnb.com/users/show/34552909,Barrie,2015-05-30,"Boston, MA",,within a day,100%,89%,f,https://a0.muscache.com/im/pictures/user/a787a340-003d-4c6f-9b64-f92dd7242204.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a787a340-003d-4c6f-9b64-f92dd7242204.jpg?aki_policy=profile_x_medium,Roslindale,3,6,"['email', 'phone']",t,t,,Roslindale,,42.28413,-71.11671,Private room in home,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Cooking basics"", ""Essentials"", ""Kitchen"", ""Washer"", ""Hot water"", ""Fast wifi \u2013 532 Mbps"", ""Free parking on premises"", ""Free street parking"", ""Heating"", ""Smoke alarm"", ""Dishes and silverware"", ""Private backyard \u2013 Not fully fenced"", ""Lock on bedroom door"", ""Portable fans"", ""Microwave"", ""Host greets you"", ""Carbon monoxide alarm"", ""Dryer""]",$43.00,29,1125,29,29,1125,1125,29.0,1125.0,,t,8,8,8,171,2025-06-19,8,1,0,8,1,58,2494.0,2017-05-28,2024-11-01,4.25,4.5,4.38,4.5,4.25,4.13,4.25,,f,3,0,3,0,0.08
260,7499960,https://www.airbnb.com/rooms/7499960,20250619031426,2025-06-19,city scrape,Safe Central City Location! WalkToWork/Everywhere!,"LOCATION!!  ON CHARLES RIVER-GREAT FOR BUSINESS, JOGGERS,SAILORS. SAFE,CITY LOCATION. Back Bay Charlesgate area. WALKABLE to MIT, Northeastern,BU,HarvardMedicalSch,Berklee Music/Jazz,NE Conservatory, MuseumFineArtsSchool,Longwood/Fenway HOSPITALS-B&W,BI Deaconess,Childrens,DanaFarber,Copley Square/Prudential Bldg, BackBay/Newbury Street,Beacon Street,Fenway Park/Red Sox-5-20 minutes walk,OR the Financial District,Downtown,and Mass General 25 minutes walk.Long term rental preferred,big discount.","Our historic Back Bay/Kenmore/Charlesgate area was built circa 1875, Victorian, as single family homes, now converted to condos. The Back Bay was built upon wooden pilings, always kept moist, iron accents, interesting architecture around every corner. Close to river (jogging, concerts, biking, sailing, picnics, 4th fireworks) Walk to food markets (Whole Foods, Star Mkt, Trader Joe's), beautiful Public Library, Symphony, music schools, museums, universities, theatres, Harvard hospitals and HMS, restaurants(Indian, Thai, Japanese, burgers, seafood, French, Mid-East, fresh fish bistro & bar, bagels, soup,Starbucks), shops, health clubs/yoga, bookshops, and cinema. BEST OF BOSTON/TOP RATED 'ISLAND OYSTER' RESTAURANT  IS 1/2 BLOCK AWAY!  North End Italian pasta and fish restaurants are an easy Green subway line away! We are not a hotel, a home with  quirks and charm, 3rd floor walkup.",https://a0.muscache.com/pictures/95101496/be5305d2_original.jpg,9529655,https://www.airbnb.com/users/show/9529655,Suzanne,2013-10-20,"Boston, MA","Professional Woman. Social. Friendly, a 'people person',also respect quiet, private time. Well educated, well read. Independent world traveller. Young spirited, mature lady. Knowledgeable @ culture and events in city. Enjoy Symphony, Live Theatre, foreign cinema, and Opera, hospitals, Harvard Med School, MIT, BU, and sailing. All are walkable from this apartment!",within a day,100%,,f,https://a0.muscache.com/im/users/9529655/profile_pic/1437620655/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/9529655/profile_pic/1437620655/original.jpg?aki_policy=profile_x_medium,Fenway/Kenmore,7,9,"['email', 'phone']",t,t,Neighborhood highlights,Fenway,,42.35105,-71.09488,Entire condo,Entire home/apt,1,1.0,1 bath,1.0,1.0,"[""Essentials"", ""Washer"", ""Air conditioning"", ""Smoke alarm"", ""City skyline view"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Host greets you"", ""Shampoo"", ""TV with standard cable"", ""Hair dryer"", ""Fire extinguisher"", ""Dryer"", ""Indoor fireplace"", ""Kitchen"", ""Hot water"", ""Heating"", ""Iron"", ""Wifi"", ""First aid kit"", ""Hangers"", ""Paid parking on premises""]",$235.00,91,365,91,91,365,365,91.0,365.0,,t,27,57,87,362,2025-06-19,15,0,0,193,0,0,0.0,2015-09-10,2021-07-24,4.53,4.6,4.13,4.8,4.87,4.93,4.27,,f,4,4,0,0,0.13
273,7692933,https://www.airbnb.com/rooms/7692933,20250619031426,2025-06-19,city scrape,Perfect for 1,"Beautifully maintained and artistically decorated 1860's brick townhouse with architectural detail.  Second floor sunny, quiet room with twin bed, large closet space loaded with charm.  5G WiFi makes internet connection fast and efficient.  Easily accessible via public transportation.","Newton Street is unique to Boston.  Single family 1860 townhouses line the street in alternate brick or stone.  Each are unique.  The Charles River is a few minute walk from my home.  Walkers, bikers and runners share trails that goes to Boston Harbor.",https://a0.muscache.com/pictures/airflow/Hosting-7692933/original/652850f2-5635-4ff3-ab55-959f2cbbfefb.jpg,9508341,https://www.airbnb.com/users/show/9508341,Phyllis,2013-10-18,"Boston, MA","After a Covid hiatus, I resumed hosting.  I am fully vaccinated and boosted and hope you are too! 

There is free non-restricted parking on my street if you have a vehicle.

I look forward to hosting you.  If you need privacy, you will get it.  If you are looking for interaction, you will get it.  I love doing both.

Can’t wait to host you!!

Phyllis",within a day,100%,,f,https://a0.muscache.com/im/pictures/user/User-9508341/original/f6cf91a4-6a22-4765-a913-3aaf4a6d5b9d.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-9508341/original/f6cf91a4-6a22-4765-a913-3aaf4a6d5b9d.jpeg?aki_policy=profile_x_medium,Allston-Brighton,1,2,"['email', 'phone']",t,t,Neighborhood highlights,Brighton,,42.35642,-71.16411,Private room in townhouse,Private room,1,1.5,1.5 shared baths,1.0,1.0,"[""Wine glasses"", ""Essentials"", ""Private entrance"", ""Alexa sound system"", ""Clothing storage: closet"", ""Air conditioning"", ""Smoke alarm"", ""Dedicated workspace"", ""Dishes and silverware"", ""Books and reading material"", ""BBQ grill"", ""Dining table"", ""Long term stays allowed"", ""Various  shampoo"", ""Carbon monoxide alarm"", ""Bed linens"", ""Microwave"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Coffee maker: drip coffee maker, french press, Keurig coffee machine"", ""Exercise equipment: free weights"", ""Refrigerator"", ""Extra pillows and blankets"", ""Outdoor furniture"", ""Fire extinguisher"", ""Various  conditioner"", ""Lock on bedroom door"", ""Laundromat nearby"", ""Hot water"", ""Shared backyard \u2013 Fully fenced"", ""Varied body soap"", ""Shower gel"", ""Heating"", ""Iron"", ""Wifi"", ""Outdoor dining area"", ""First aid kit"", ""Hangers"", ""Portable fans"", ""Bathtub"", ""Free street parking""]",$85.00,29,1125,29,29,1125,1125,29.0,1125.0,,t,30,60,90,365,2025-06-19,319,0,0,196,0,0,0.0,2015-08-22,2023-06-02,4.89,4.92,4.9,4.96,4.96,4.7,4.87,STR-405969,t,1,0,1,0,2.67
296,8042434,https://www.airbnb.com/rooms/8042434,20250619031426,2025-06-19,city scrape,Live beside the State House!,"7th floor 1 bed in a concierge building beside the State House. This unit features parquet wood floors, great closet space, high ceilings and a large tile shower.  There is a common roofdeck with panoramic views of downtown and the Boston Common.","Fantastic location!  Close to transportation, shopping, restaurants, museums and banking.  The Boston Common park is across the street.",https://a0.muscache.com/pictures/miso/Hosting-8042434/original/f77e1d1e-8daf-4af9-9242-78bdc4aa3888.jpeg,26988,https://www.airbnb.com/users/show/26988,Anne,2009-07-22,"Boston, MA","I manage a number of furnished units around Boston and Brookline with my business partner Joseph Morrissey.  I am a Realtor with Unlimited Sotheby's  and do sales/rentals in the greater Boston market.  I also manage a sculpture school/studio with my husband, sculptor Morris Norvin.  Stonybrook Fine Arts, is located in the Boston neighborhood Jamaica Plain across the street from the famous Sam Adams Brewery.  We offer a variety of one day workshops on our calendar including welding, jewelry and metal casting.   Longer classes are available and meet one time each week including the options above as well as mold making, live figure modeling and foundry.  Custom workshops are available for small groups, birthday parties, bachelorette parties, make your own wedding bands, create an engagement ring and team building.  We are happy to arrange a tour of Sam Adams after a daytime workshop not occurring on Sunday.  Contact us for more details to set up your custom event!

",within a day,70%,38%,t,https://a0.muscache.com/im/pictures/user/d7d71322-db4f-45f8-92f7-ec27a50d5773.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d7d71322-db4f-45f8-92f7-ec27a50d5773.jpg?aki_policy=profile_x_medium,Beacon Hill,12,32,"['email', 'phone']",t,t,Neighborhood highlights,Downtown,,42.35771,-71.0616,Entire condo,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Kitchen"", ""Washer"", ""Refrigerator"", ""Heating"", ""Air conditioning"", ""Smoke alarm"", ""Wifi"", ""Dishes and silverware"", ""TV"", ""Carbon monoxide alarm"", ""Elevator"", ""Dryer""]",$115.00,91,365,91,91,365,365,91.0,365.0,,t,0,0,0,138,2025-06-19,2,1,0,0,1,182,20930.0,2023-12-15,2024-09-01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,8,8,0,0,0.11
301,8170181,https://www.airbnb.com/rooms/8170181,20250619031426,2025-06-19,city scrape,Gorgeous Beacon Hill Apartment,"Perfect space and location for medical professionals, patients, and family members requiring affordable lodging and access to the Massachusetts General Hospital, or other institutions.<br />One bedroom apartment in charming Beacon Hill neighborhood. This quiet, ground floor unit has a private entrance and is in easy walking distance to Downtown Boston. Exceptional access to public transportation. Has a comprehensive kitchen, queen size bed, pull out double bed/couch, and full bathroom.","The place is in the middle of historic beacon hill. You will be a 10 minute walk to the beautiful Boston Commons, the North End, Haymarket, Charles River, Newbury Street, TD Garden, and Science Museum. You are a short subway ride from Children's Museum, the Institute of Contemporary Art, Museum of Fine Arts, Fenway Park. We are down the street from Mass General Hospital, Government Centre, The State House, North Station as well as three T stations with service on the red, green and blue lines.",https://a0.muscache.com/pictures/105433472/a21f0780_original.jpg,26303242,https://www.airbnb.com/users/show/26303242,Mark,2015-01-18,"Boston, MA","A lifelong Massachusetts resident, I have been an Airbnb host in Boston for  over four years. My wife and I travel frequently - mainly to visit our daughters who live in Canada and Austin, Texas!",within a day,100%,83%,t,https://a0.muscache.com/im/users/26303242/profile_pic/1441724691/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/26303242/profile_pic/1441724691/original.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,Neighborhood highlights,Beacon Hill,,42.36105,-71.06645,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Essentials"", ""Private entrance"", ""Air conditioning"", ""Smoke alarm"", ""Dishes and silverware"", ""Self check-in"", ""Carbon monoxide alarm"", ""Microwave"", ""Shampoo"", ""TV with standard cable"", ""Hair dryer"", ""Refrigerator"", ""Lockbox"", ""Fire extinguisher"", ""Kitchen"", ""Hot water"", ""Heating"", ""Iron"", ""Wifi"", ""First aid kit"", ""Hangers""]",$90.00,29,90,29,29,90,90,29.0,90.0,,t,0,7,13,246,2025-06-19,215,7,1,77,6,255,22950.0,2015-09-21,2025-05-31,4.76,4.87,4.79,4.93,4.92,4.98,4.72,,f,1,1,0,0,1.81
371,11357756,https://www.airbnb.com/rooms/11357756,20250619031426,2025-06-19,city scrape,BEST LOCATION IN THE CITY STUDIO W/ FAST WIFI,"fun studio (yes this is a private studio)<br />Full bathroom and kitchen and everything included <br />Fully furnished <br />Bed and sheets(professionally cleaned and maintained) <br />Located right in Boston's exciting theatre district<br />Feet away from Boston Common and Copley Sq<br />We provide soap,shampoo, etc.<br />Unit is on the fifth floor, no elevator",Very exciting neighborhood in the middle of the theatre district and night life,https://a0.muscache.com/pictures/98a50b9b-0bf8-4edf-8374-241d5fe43521.jpg,56359408,https://www.airbnb.com/users/show/56359408,Billy,2016-01-27,"Boston, MA",,within a day,88%,86%,t,https://a0.muscache.com/im/pictures/user/e758d4a9-7c83-4887-ac64-39974a883a7c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e758d4a9-7c83-4887-ac64-39974a883a7c.jpg?aki_policy=profile_x_medium,Theater District,3,7,"['email', 'phone']",t,t,Neighborhood highlights,Downtown,,42.35145,-71.06461,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,2.0,"[""Essentials"", ""Air conditioning"", ""Smoke alarm"", ""Dedicated workspace"", ""Dishes and silverware"", ""Self check-in"", ""Building staff"", ""Carbon monoxide alarm"", ""Bed linens"", ""Shampoo"", ""TV with standard cable"", ""Hair dryer"", ""Fire extinguisher"", ""Dryer"", ""Cooking basics"", ""Kitchen"", ""Heating"", ""Iron"", ""Wifi"", ""First aid kit"", ""Hangers""]",$151.00,91,1125,91,91,1125,1125,91.0,1125.0,,t,29,59,89,364,2025-06-19,43,1,0,195,2,182,27482.0,2017-01-01,2024-08-15,4.07,4.37,4.44,4.77,4.72,4.83,4.21,,f,3,3,0,0,0.42
376,11656698,https://www.airbnb.com/rooms/11656698,20250619031426,2025-06-19,city scrape,Spacious 2 bedroom Apartment.,"Beautiful and sunny 2 bedroom apartment located in Fort Hill. <br />This  home has been completely updated with all amenities for your comfortable stay. <br />Conveniently located, 5 min. walk to the Orange line and close to supermarkets and Restaurants.","Perfect location close to transportation, shopping, free street parking in front the unit, park across the the street from the apartment.",https://a0.muscache.com/pictures/298c5114-e778-4e73-90ac-c75cde797e6d.jpg,8898973,https://www.airbnb.com/users/show/8898973,Gianni,2013-09-17,"Boston, MA","Friendly,responsible and profesional.",within a day,80%,67%,f,https://a0.muscache.com/im/users/8898973/profile_pic/1380147848/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/8898973/profile_pic/1380147848/original.jpg?aki_policy=profile_x_medium,Roxbury,4,4,"['email', 'phone']",t,t,Neighborhood highlights,Roxbury,,42.32378,-71.09648,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Essentials"", ""Private entrance"", ""Washer"", ""Air conditioning"", ""Smoke alarm"", ""Dishes and silverware"", ""Oven"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Bed linens"", ""Microwave"", ""Shampoo"", ""Hair dryer"", ""Refrigerator"", ""Outdoor furniture"", ""TV"", ""Dishwasher"", ""Dryer"", ""Cooking basics"", ""Kitchen"", ""Hot water"", ""Shower gel"", ""Heating"", ""Outdoor dining area"", ""Wifi"", ""Hangers"", ""Stove"", ""Bathtub"", ""Park view"", ""Free street parking""]",$115.00,30,365,30,30,365,365,30.0,365.0,,t,12,12,12,12,2025-06-19,230,4,1,12,3,240,27600.0,2016-03-20,2025-06-15,4.77,4.88,4.9,4.87,4.73,4.54,4.78,Exempt: This listing is a unit used for furnished institutional or business stays,f,4,4,0,0,2.04
407,12618291,https://www.airbnb.com/rooms/12618291,20250619031426,2025-06-19,city scrape,The 1880 House: Historic Single Family Victorian!,"Welcome to the 'ur-burbs'~~!  We are restarting our AirBnB rental post-Covid and looking forward to welcoming you to Boston.  This single family Victorian is located in West Roxbury, the furthest neighborhood in Boston, in a very family friendly and super community atmosphere.  The house was built in 1880 and maintains original hardwood and period details throughout with a near-total renovation in 2023/24!","West Roxbury has so much to offer!!! We are 1 block away from Billings Field, which hosts the Corrib Run on the first Sunday in June!  Also a huge kids playground there and basketball courts.  The newly renovated YMCA and West Roxbury Library are also 1 block away.  Lots of restaurants, Starbucks, grocery stores etc. within walking distance.",https://a0.muscache.com/pictures/dfa1dd30-b3ac-49dd-ace0-e6ce36dafe26.jpg,68502098,https://www.airbnb.com/users/show/68502098,Kristen,2016-04-23,"Boston, MA","I am mom of three kids (8, 5 and 3), a wife to a great husband and happen to have a gig on the side called a full-time job:)~~   We love our neighborhood for the suburban feel but still in the city. I grew up here, so if you have questions just let me know!!",within a day,50%,,f,https://a0.muscache.com/im/pictures/user/bde90335-db36-46a3-9dc3-1783be8e01a9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/bde90335-db36-46a3-9dc3-1783be8e01a9.jpg?aki_policy=profile_x_medium,West Roxbury,1,1,"['email', 'phone']",t,t,Neighborhood highlights,West Roxbury,,42.27947,-71.15314,Entire home,Entire home/apt,6,3.0,3 baths,5.0,6.0,"[""Essentials"", ""Private entrance"", ""Washer"", ""Smoke alarm"", ""Dishes and silverware"", ""Self check-in"", ""Carbon monoxide alarm"", ""Microwave"", ""Shampoo"", ""Children\u2019s books and toys"", ""Hair dryer"", ""Gym"", ""Fire extinguisher"", ""TV"", ""Dryer"", ""Kitchen"", ""Hot water"", ""Smart lock"", ""Iron"", ""Wifi"", ""First aid kit"", ""Hangers"", ""Stove"", ""Coffee maker"", ""Free parking on premises"", ""Free street parking""]",$650.00,29,730,29,29,730,730,29.0,730.0,,t,0,0,16,291,2025-06-19,12,0,0,122,0,0,0.0,2016-07-06,2023-10-28,5.0,4.92,5.0,5.0,5.0,4.83,4.92,STR-397962,f,1,1,0,0,0.11
466,14105971,https://www.airbnb.com/rooms/14105971,20250619031426,2025-06-19,city scrape,Tranquil Treetop Loft,"Located a quick 5 minute walk to the Green Street Orange Line ""T"" and JP's Centre Street with all of its restaurants and shops.  Less than 1/2 mile away are both the Jamaica Pond (great spot to walk) and the Arnold Arboretum.  A quiet oasis filled with books and original artwork a soothing retreat after exploring all that Boston has to offer.  Also close to major bus lines heading to Longwood Medical area and other hospitals.  *note the loft is on the 3rd floor, so stair mobility is a must.",,https://a0.muscache.com/pictures/c9bccd10-bb82-41d1-87fa-72922ba30ee5.jpg,79103444,https://www.airbnb.com/users/show/79103444,Bruce,2016-06-21,"Boston, MA",I'm an architect with my own small practice and have lived in the Boston area for the past 20 years.  I've recently moved to JP and love exploring and sharing what I've learned!,within a day,80%,53%,f,https://a0.muscache.com/im/pictures/user/05645ba4-35cc-4179-a626-af46c3685fcf.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/05645ba4-35cc-4179-a626-af46c3685fcf.jpg?aki_policy=profile_x_medium,Jamaica Plain,1,1,"['email', 'phone']",t,t,,Jamaica Plain,,42.30762,-71.10968,Entire loft,Entire home/apt,3,1.0,1 bath,0.0,1.0,"[""Essentials"", ""Washer"", ""Patio or balcony"", ""Air conditioning"", ""Smoke alarm"", ""Dishes and silverware"", ""Self check-in"", ""Carbon monoxide alarm"", ""Microwave"", ""Shampoo"", ""Hair dryer"", ""Refrigerator"", ""Lockbox"", ""TV"", ""Dryer"", ""Hot water"", ""Heating"", ""Iron"", ""Wifi"", ""First aid kit"", ""Hangers"", ""Exterior security cameras on property"", ""Coffee maker"", ""Free street parking""]",$159.00,5,20,5,5,20,20,5.0,20.0,,t,1,1,15,98,2025-06-19,323,16,0,98,18,160,25440.0,2016-07-25,2025-04-18,4.97,4.99,4.95,4.99,4.98,4.96,4.84,STR-533079,f,1,1,0,0,2.98
469,14186170,https://www.airbnb.com/rooms/14186170,20250619031426,2025-06-19,city scrape,Cozy Condo in Center of Southie,"A beautiful and cozy condo, located in the heart of South Boston.  My Condo is 1.5 miles to the convention center, and just 3 miles from the airport, making it an easy and convenient place to stay in Boston.  The unit should be equipped with everything a business or leisurely traveler could need.  Fully stocked kitchen, wifi, iron, hair dryer, washer/dryer in building.  The Boston subway system (red line) is 0.5 miles away making all of Boston and Cambridge easily accessible.","South Boston or Southie has emerged as THE place to live in Boston.  The neighborhood has been evolving rapidly, and while it still retains its old charm and true neighborhood feel, there are new restaurants, bars, juice bars, retail stores, grocery stores, etc... opening every month.  Despite having enough to offer within the Southie neighborhood itself, it is also a central location to all of Boston and makes accessing the North End, Back Bay, South End, Cambridge and Somerville a breeze.",https://a0.muscache.com/pictures/7b218cdf-c24f-402e-b566-6759abc76285.jpg,8985714,https://www.airbnb.com/users/show/8985714,Thomas J,2013-09-22,"Boston, MA","I live in South Boston, but travel frequently for both work and pleasure - well, it's always pleasure, but sometimes work pays for it.  I have used Airbnb in several countries and cities and have had fantastic experiences while meeting some great people along the way.  I am now just starting to offer my own condo to like-minded travelers looking for an affordable, convenient place to stay.",within a day,70%,37%,f,https://a0.muscache.com/im/pictures/user/3dd1c314-f8da-4a1c-89cc-1a2d0a9d27b4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/3dd1c314-f8da-4a1c-89cc-1a2d0a9d27b4.jpg?aki_policy=profile_x_medium,South Boston,2,2,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,South Boston,,42.33194,-71.04729,Entire condo,Entire home/apt,5,1.0,1 bath,2.0,2.0,"[""Essentials"", ""Patio or balcony"", ""Smoke alarm"", ""Dedicated workspace"", ""Dishes and silverware"", ""Free dryer \u2013 In unit"", ""Dining table"", ""Oven"", ""Carbon monoxide alarm"", ""Portable air conditioning"", ""Cleaning products"", ""Microwave"", ""Shampoo"", ""Hair dryer"", ""Free washer \u2013 In unit"", ""Refrigerator"", ""Pets allowed"", ""Fire extinguisher"", ""Dishwasher"", ""Cooking basics"", ""Kitchen"", ""Hot water"", ""TV with Chromecast, Apple TV, Hulu, Netflix, Amazon Prime Video"", ""Shower gel"", ""Heating"", ""Conditioner"", ""Iron"", ""Wifi"", ""Hangers"", ""Coffee maker"", ""Free street parking""]",$320.00,3,730,3,3,730,730,3.0,730.0,,t,30,60,90,365,2025-06-19,65,1,0,196,0,6,1920.0,2016-08-04,2025-05-11,4.82,4.88,4.77,4.89,4.86,4.78,4.75,STR-446085,f,1,1,0,0,0.6
603,18354570,https://www.airbnb.com/rooms/18354570,20250619031426,2025-06-19,city scrape,Newly Remodeled Studio in Back Bay - River View,"Cute studio apartment with a great view of the Charles River. Enjoy the summer weather on the balcony! Only a five minute walk to Newbury St., access to the green line, Boston Public Library, Prudential Center, and the heart of Boston.","The Back Bay neighborhood runs along the Charles River on the opposite side of Cambridge. Upscale shopping, boutiques, art galleries, and fabulous restaurants makes this trendy neighborhood a must-see on your Boston visit. The area is home to Copley Place, Prudential Center and The John Hancock Tower, Trinity Church (one of the country’s 10 finest buildings), and shopping along Newbury Street.",https://a0.muscache.com/pictures/a0f94583-6a6b-4bb8-bf20-805c8ce053a2.jpg,66334205,https://www.airbnb.com/users/show/66334205,Zachary Lee,2016-04-08,,,within a day,100%,100%,t,https://a0.muscache.com/im/pictures/user/98a8da3d-67e3-4d43-b73f-94cd5aa1da06.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/98a8da3d-67e3-4d43-b73f-94cd5aa1da06.jpg?aki_policy=profile_x_medium,Back Bay,1,3,"['email', 'phone']",t,t,Neighborhood highlights,Back Bay,,42.35318,-71.07904,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Essentials"", ""Washer"", ""Patio or balcony"", ""Air conditioning"", ""Smoke alarm"", ""Dishes and silverware"", ""Elevator"", ""Self check-in"", ""Oven"", ""Carbon monoxide alarm"", ""Microwave"", ""TV with standard cable"", ""Hair dryer"", ""Refrigerator"", ""Lockbox"", ""Fire extinguisher"", ""Dryer"", ""Cooking basics"", ""Kitchen"", ""Hot water"", ""Heating"", ""Iron"", ""Wifi"", ""Hangers"", ""Stove"", ""Coffee maker""]",$189.00,30,1125,30,30,1125,1125,30.0,1125.0,,t,4,12,42,178,2025-06-19,144,2,0,104,3,120,22680.0,2017-05-06,2025-04-18,4.85,4.92,4.79,4.9,4.92,4.99,4.74,STR-398563,t,1,1,0,0,1.46
